node_index,id,type,logic,embedding_l2_norm,encoder
1098,MIMAT0028110,mir,,0.0,proteinbert
1099,MIMAT0027438,mir,,0.0,proteinbert
1100,MIMAT0019878,mir,,0.0,proteinbert
1101,MIMAT0004694,mir,,0.0,proteinbert
1102,MIMAT0031074,mir,,0.0,proteinbert
1103,MIMAT0017997,mir,,0.0,proteinbert
1104,MIMAT0018070,mir,,0.0,proteinbert
1105,MIMAT0018977,mir,,0.0,proteinbert
1106,MIMAT0027375,mir,,0.0,proteinbert
1107,MIMAT0027524,mir,,0.0,proteinbert
1108,MIMAT0004795,mir,,0.0,proteinbert
1109,MIMAT0021023,mir,,0.0,proteinbert
1110,MIMAT0004548,mir,,0.0,proteinbert
1111,MIMAT0004605,mir,,0.0,proteinbert
1112,MIMAT0030021,mir,,0.0,proteinbert
1113,MIMAT0000421,mir,,0.0,proteinbert
1114,MIMAT0003885,mir,,0.0,proteinbert
1115,MIMAT0019232,mir,,0.0,proteinbert
1116,MIMAT0018953,mir,,0.0,proteinbert
1117,MIMAT0019735,mir,,0.0,proteinbert
1118,MIMAT0019850,mir,,0.0,proteinbert
1119,MIMAT0019861,mir,,0.0,proteinbert
1120,MIMAT0022283,mir,,0.0,proteinbert
1121,MIMAT0025451,mir,,0.0,proteinbert
1122,MIMAT0027568,mir,,0.0,proteinbert
1123,MIMAT0028230,mir,,0.0,proteinbert
1124,MIMAT0031004,mir,,0.0,proteinbert
1125,MIMAT0002176,mir,,0.0,proteinbert
1126,MIMAT0022705,mir,,0.0,proteinbert
1127,MIMAT0021026,mir,,0.0,proteinbert
1128,MIMAT0005914,mir,,0.0,proteinbert
1129,MIMAT0015039,mir,,0.0,proteinbert
1130,MIMAT0019060,mir,,0.0,proteinbert
1131,MIMAT0019972,mir,,0.0,proteinbert
1132,MIMAT0027345,mir,,0.0,proteinbert
1133,MIMAT0027452,mir,,0.0,proteinbert
1134,MIMAT0026477,mir,,0.0,proteinbert
1135,MIMAT0026621,mir,,0.0,proteinbert
1136,MIMAT0005798,mir,,0.0,proteinbert
1137,MIMAT0005827,mir,,0.0,proteinbert
1138,MIMAT0018098,mir,,0.0,proteinbert
1139,MIMAT0018959,mir,,0.0,proteinbert
1140,MIMAT0021020,mir,,0.0,proteinbert
1141,MIMAT0021117,mir,,0.0,proteinbert
1142,MIMAT0000253,mir,,0.0,proteinbert
1143,MIMAT0000426,mir,,0.0,proteinbert
1144,MIMAT0000457,mir,,0.0,proteinbert
1145,MIMAT0004972,mir,,0.0,proteinbert
1146,MIMAT0022940,mir,,0.0,proteinbert
1147,MIMAT0005576,mir,,0.0,proteinbert
1148,MIMAT0022289,mir,,0.0,proteinbert
1149,MIMAT0004808,mir,,0.0,proteinbert
1150,MIMAT0015040,mir,,0.0,proteinbert
1151,MIMAT0003879,mir,,0.0,proteinbert
1152,MIMAT0000062,mir,,0.0,proteinbert
1153,MIMAT0004553,mir,,0.0,proteinbert
1154,MIMAT0000682,mir,,0.0,proteinbert
1155,MIMAT0004501,mir,,0.0,proteinbert
1156,MIMAT0027671,mir,,0.0,proteinbert
1157,MIMAT0019833,mir,,0.0,proteinbert
1158,MIMAT0000764,mir,,0.0,proteinbert
1159,MIMAT0003283,mir,,0.0,proteinbert
1160,MIMAT0027397,mir,,0.0,proteinbert
1161,MIMAT0004763,mir,,0.0,proteinbert
1162,MIMAT0002844,mir,,0.0,proteinbert
1163,MIMAT0002863,mir,,0.0,proteinbert
1164,MIMAT0002864,mir,,0.0,proteinbert
1165,MIMAT0004773,mir,,0.0,proteinbert
1166,MIMAT0002872,mir,,0.0,proteinbert
1167,MIMAT0004778,mir,,0.0,proteinbert
1168,MIMAT0022943,mir,,0.0,proteinbert
1169,MIMAT0026736,mir,,0.0,proteinbert
1170,MIMAT0019199,mir,,0.0,proteinbert
1171,MIMAT0019209,mir,,0.0,proteinbert
1172,MIMAT0019216,mir,,0.0,proteinbert
1173,MIMAT0016886,mir,,0.0,proteinbert
1174,MIMAT0019064,mir,,0.0,proteinbert
1175,MIMAT0019079,mir,,0.0,proteinbert
1176,MIMAT0019080,mir,,0.0,proteinbert
1177,MIMAT0019705,mir,,0.0,proteinbert
1178,MIMAT0019710,mir,,0.0,proteinbert
1179,MIMAT0019739,mir,,0.0,proteinbert
1180,MIMAT0019755,mir,,0.0,proteinbert
1181,MIMAT0019767,mir,,0.0,proteinbert
1182,MIMAT0027431,mir,,0.0,proteinbert
1183,MIMAT0027523,mir,,0.0,proteinbert
1184,MIMAT0027622,mir,,0.0,proteinbert
1185,MIMAT0027652,mir,,0.0,proteinbert
1186,MIMAT0027680,mir,,0.0,proteinbert
1187,MIMAT0000067,mir,,0.0,proteinbert
1188,MIMAT0005907,mir,,0.0,proteinbert
1189,MIMAT0015031,mir,,0.0,proteinbert
1190,MIMAT0018089,mir,,0.0,proteinbert
1191,MIMAT0022975,mir,,0.0,proteinbert
1192,MIMAT0019359,mir,,0.0,proteinbert
1193,MIMAT0022469,mir,,0.0,proteinbert
1194,MIMAT0027530,mir,,0.0,proteinbert
1195,MIMAT0019777,mir,,0.0,proteinbert
1196,MIMAT0027387,mir,,0.0,proteinbert
1197,MIMAT0028120,mir,,0.0,proteinbert
1198,MIMAT0000087,mir,,0.0,proteinbert
1199,MIMAT0000692,mir,,0.0,proteinbert
1200,MIMAT0000737,mir,,0.0,proteinbert
1201,MIMAT0000686,mir,,0.0,proteinbert
1202,MIMAT0000723,mir,,0.0,proteinbert
1203,MIMAT0003291,mir,,0.0,proteinbert
1204,MIMAT0005884,mir,,0.0,proteinbert
1205,MIMAT0022292,mir,,0.0,proteinbert
1206,MIMAT0000082,mir,,0.0,proteinbert
1207,MIMAT0004551,mir,,0.0,proteinbert
1208,MIMAT0000269,mir,,0.0,proteinbert
1209,MIMAT0031001,mir,,0.0,proteinbert
1210,MIMAT0000081,mir,,0.0,proteinbert
1211,MIMAT0000101,mir,,0.0,proteinbert
1212,MIMAT0000431,mir,,0.0,proteinbert
1213,MIMAT0004979,mir,,0.0,proteinbert
1214,MIMAT0011778,mir,,0.0,proteinbert
1215,MIMAT0018187,mir,,0.0,proteinbert
1216,MIMAT0027607,mir,,0.0,proteinbert
1217,MIMAT0002891,mir,,0.0,proteinbert
1218,MIMAT0004693,mir,,0.0,proteinbert
1219,MIMAT0001635,mir,,0.0,proteinbert
1220,MIMAT0003312,mir,,0.0,proteinbert
1221,MIMAT0003880,mir,,0.0,proteinbert
1222,MIMAT0015076,mir,,0.0,proteinbert
1223,MIMAT0016868,mir,,0.0,proteinbert
1224,MIMAT0027618,mir,,0.0,proteinbert
1225,MIMAT0027632,mir,,0.0,proteinbert
1226,MIMAT0000693,mir,,0.0,proteinbert
1227,MIMAT0004498,mir,,0.0,proteinbert
1228,MIMAT0000718,mir,,0.0,proteinbert
1229,MIMAT0004802,mir,,0.0,proteinbert
1230,MIMAT0026622,mir,,0.0,proteinbert
1231,MIMAT0003330,mir,,0.0,proteinbert
1232,MIMAT0005582,mir,,0.0,proteinbert
1233,MIMAT0026737,mir,,0.0,proteinbert
1234,MIMAT0015003,mir,,0.0,proteinbert
1235,MIMAT0015073,mir,,0.0,proteinbert
1236,MIMAT0019218,mir,,0.0,proteinbert
1237,MIMAT0018957,mir,,0.0,proteinbert
1238,MIMAT0018974,mir,,0.0,proteinbert
1239,MIMAT0019018,mir,,0.0,proteinbert
1240,MIMAT0019769,mir,,0.0,proteinbert
1241,MIMAT0019954,mir,,0.0,proteinbert
1242,MIMAT0021081,mir,,0.0,proteinbert
1243,MIMAT0022486,mir,,0.0,proteinbert
1244,MIMAT0023714,mir,,0.0,proteinbert
1245,MIMAT0025468,mir,,0.0,proteinbert
1246,MIMAT0027447,mir,,0.0,proteinbert
1247,MIMAT0027615,mir,,0.0,proteinbert
1248,MIMAT0027659,mir,,0.0,proteinbert
1249,MIMAT0031180,mir,,0.0,proteinbert
1250,MIMAT0002816,mir,,0.0,proteinbert
1251,MIMAT0003328,mir,,0.0,proteinbert
1252,MIMAT0016915,mir,,0.0,proteinbert
1253,MIMAT0018934,mir,,0.0,proteinbert
1254,MIMAT0027514,mir,,0.0,proteinbert
1255,MIMAT0000447,mir,,0.0,proteinbert
1256,MIMAT0002836,mir,,0.0,proteinbert
1257,MIMAT0003270,mir,,0.0,proteinbert
1258,MIMAT0003320,mir,,0.0,proteinbert
1259,MIMAT0017989,mir,,0.0,proteinbert
1260,MIMAT0026472,mir,,0.0,proteinbert
1261,MIMAT0003218,mir,,0.0,proteinbert
1262,MIMAT0010497,mir,,0.0,proteinbert
1263,MIMAT0004970,mir,,0.0,proteinbert
1264,MIMAT0018105,mir,,0.0,proteinbert
1265,MIMAT0018973,mir,,0.0,proteinbert
1266,MIMAT0019923,mir,,0.0,proteinbert
1267,MIMAT0019937,mir,,0.0,proteinbert
1268,MIMAT0027041,mir,,0.0,proteinbert
1269,MIMAT0022301,mir,,0.0,proteinbert
1270,MIMAT0025454,mir,,0.0,proteinbert
1271,MIMAT0027368,mir,,0.0,proteinbert
1272,MIMAT0027440,mir,,0.0,proteinbert
1273,MIMAT0027534,mir,,0.0,proteinbert
1274,MIMAT0027651,mir,,0.0,proteinbert
1275,MIMAT0019201,mir,,0.0,proteinbert
1276,MIMAT0023715,mir,,0.0,proteinbert
1277,MIMAT0027413,mir,,0.0,proteinbert
1278,MIMAT0030990,mir,,0.0,proteinbert
1279,MIMAT0019215,mir,,0.0,proteinbert
1280,MIMAT0019690,mir,,0.0,proteinbert
1281,MIMAT0022272,mir,,0.0,proteinbert
1282,MIMAT0027465,mir,,0.0,proteinbert
1283,MIMAT0019980,mir,,0.0,proteinbert
1284,MIMAT0002882,mir,,0.0,proteinbert
1285,MIMAT0011156,mir,,0.0,proteinbert
1286,MIMAT0016921,mir,,0.0,proteinbert
1287,MIMAT0025471,mir,,0.0,proteinbert
1288,MIMAT0027567,mir,,0.0,proteinbert
1289,MIMAT0004487,mir,,0.0,proteinbert
1290,MIMAT0000753,mir,,0.0,proteinbert
1291,MIMAT0021127,mir,,0.0,proteinbert
1292,MIMAT0000736,mir,,0.0,proteinbert
1293,MIMAT0004957,mir,,0.0,proteinbert
1294,MIMAT0005952,mir,,0.0,proteinbert
1295,MIMAT0015037,mir,,0.0,proteinbert
1296,MIMAT0027674,mir,,0.0,proteinbert
1297,MIMAT0016925,mir,,0.0,proteinbert
1298,MIMAT0025843,mir,,0.0,proteinbert
1299,MIMAT0027489,mir,,0.0,proteinbert
1300,MIMAT0027559,mir,,0.0,proteinbert
1301,MIMAT0027575,mir,,0.0,proteinbert
1302,MIMAT0030981,mir,,0.0,proteinbert
1303,MIMAT0004772,mir,,0.0,proteinbert
1304,MIMAT0019898,mir,,0.0,proteinbert
1305,MIMAT0004489,mir,,0.0,proteinbert
1306,MIMAT0022861,mir,,0.0,proteinbert
1307,MIMAT0000724,mir,,0.0,proteinbert
1308,MIMAT0002820,mir,,0.0,proteinbert
1309,MIMAT0002846,mir,,0.0,proteinbert
1310,MIMAT0002854,mir,,0.0,proteinbert
1311,MIMAT0004814,mir,,0.0,proteinbert
1312,MIMAT0018108,mir,,0.0,proteinbert
1313,MIMAT0018355,mir,,0.0,proteinbert
1314,MIMAT0018995,mir,,0.0,proteinbert
1315,MIMAT0019358,mir,,0.0,proteinbert
1316,MIMAT0019750,mir,,0.0,proteinbert
1317,MIMAT0019969,mir,,0.0,proteinbert
1318,MIMAT0027453,mir,,0.0,proteinbert
1319,MIMAT0027598,mir,,0.0,proteinbert
1320,MIMAT0027663,mir,,0.0,proteinbert
1321,MIMAT0000732,mir,,0.0,proteinbert
1322,MIMAT0003326,mir,,0.0,proteinbert
1323,MIMAT0022711,mir,,0.0,proteinbert
1324,MIMAT0007881,mir,,0.0,proteinbert
1325,MIMAT0014982,mir,,0.0,proteinbert
1326,MIMAT0015048,mir,,0.0,proteinbert
1327,MIMAT0019012,mir,,0.0,proteinbert
1328,MIMAT0027474,mir,,0.0,proteinbert
1329,MIMAT0018189,mir,,0.0,proteinbert
1330,MIMAT0024782,mir,,0.0,proteinbert
1331,MIMAT0031000,mir,,0.0,proteinbert
1332,MIMAT0019985,mir,,0.0,proteinbert
1333,MIMAT0009447,mir,,0.0,proteinbert
1334,MIMAT0015056,mir,,0.0,proteinbert
1335,MIMAT0002841,mir,,0.0,proteinbert
1336,MIMAT0004950,mir,,0.0,proteinbert
1337,MIMAT0016878,mir,,0.0,proteinbert
1338,MIMAT0019773,mir,,0.0,proteinbert
1339,MIMAT0027566,mir,,0.0,proteinbert
1340,MIMAT0000318,mir,,0.0,proteinbert
1341,MIMAT0003881,mir,,0.0,proteinbert
1342,MIMAT0004901,mir,,0.0,proteinbert
1343,MIMAT0019793,mir,,0.0,proteinbert
1344,MIMAT0019966,mir,,0.0,proteinbert
1345,MIMAT0030421,mir,,0.0,proteinbert
1346,MIMAT0019845,mir,,0.0,proteinbert
1347,MIMAT0027690,mir,,0.0,proteinbert
1348,MIMAT0027564,mir,,0.0,proteinbert
1349,MIMAT0000071,mir,,0.0,proteinbert
1350,MIMAT0000434,mir,,0.0,proteinbert
1351,MIMAT0003317,mir,,0.0,proteinbert
1352,MIMAT0027556,mir,,0.0,proteinbert
1353,MIMAT0019837,mir,,0.0,proteinbert
1354,MIMAT0019892,mir,,0.0,proteinbert
1355,MIMAT0000091,mir,,0.0,proteinbert
1356,MIMAT0000433,mir,,0.0,proteinbert
1357,MIMAT0019734,mir,,0.0,proteinbert
1358,MIMAT0019873,mir,,0.0,proteinbert
1359,MIMAT0021017,mir,,0.0,proteinbert
1360,MIMAT0002837,mir,,0.0,proteinbert
1361,MIMAT0003250,mir,,0.0,proteinbert
1362,MIMAT0003257,mir,,0.0,proteinbert
1363,MIMAT0003888,mir,,0.0,proteinbert
1364,MIMAT0010133,mir,,0.0,proteinbert
1365,MIMAT0016909,mir,,0.0,proteinbert
1366,MIMAT0018351,mir,,0.0,proteinbert
1367,MIMAT0018933,mir,,0.0,proteinbert
1368,MIMAT0018972,mir,,0.0,proteinbert
1369,MIMAT0019695,mir,,0.0,proteinbert
1370,MIMAT0019757,mir,,0.0,proteinbert
1371,MIMAT0019789,mir,,0.0,proteinbert
1372,MIMAT0019871,mir,,0.0,proteinbert
1373,MIMAT0019924,mir,,0.0,proteinbert
1374,MIMAT0019948,mir,,0.0,proteinbert
1375,MIMAT0021019,mir,,0.0,proteinbert
1376,MIMAT0021121,mir,,0.0,proteinbert
1377,MIMAT0023710,mir,,0.0,proteinbert
1378,MIMAT0023713,mir,,0.0,proteinbert
1379,MIMAT0027455,mir,,0.0,proteinbert
1380,MIMAT0027606,mir,,0.0,proteinbert
1381,MIMAT0027616,mir,,0.0,proteinbert
1382,MIMAT0027625,mir,,0.0,proteinbert
1383,MIMAT0019893,mir,,0.0,proteinbert
1384,MIMAT0022275,mir,,0.0,proteinbert
1385,MIMAT0019053,mir,,0.0,proteinbert
1386,MIMAT0022297,mir,,0.0,proteinbert
1387,MIMAT0027490,mir,,0.0,proteinbert
1388,MIMAT0027496,mir,,0.0,proteinbert
1389,MIMAT0000089,mir,,0.0,proteinbert
1390,MIMAT0000416,mir,,0.0,proteinbert
1391,MIMAT0022298,mir,,0.0,proteinbert
1392,MIMAT0022489,mir,,0.0,proteinbert
1393,MIMAT0004508,mir,,0.0,proteinbert
1394,MIMAT0007348,mir,,0.0,proteinbert
1395,MIMAT0026921,mir,,0.0,proteinbert
1396,MIMAT0018996,mir,,0.0,proteinbert
1397,MIMAT0024599,mir,,0.0,proteinbert
1398,MIMAT0010367,mir,,0.0,proteinbert
1399,MIMAT0019225,mir,,0.0,proteinbert
1400,MIMAT0019744,mir,,0.0,proteinbert
1401,MIMAT0019763,mir,,0.0,proteinbert
1402,MIMAT0005589,mir,,0.0,proteinbert
1403,MIMAT0019019,mir,,0.0,proteinbert
1404,MIMAT0003307,mir,,0.0,proteinbert
1405,MIMAT0004674,mir,,0.0,proteinbert
1406,MIMAT0002823,mir,,0.0,proteinbert
1407,MIMAT0002808,mir,,0.0,proteinbert
1408,MIMAT0002860,mir,,0.0,proteinbert
1409,MIMAT0006778,mir,,0.0,proteinbert
1410,MIMAT0004959,mir,,0.0,proteinbert
1411,MIMAT0027561,mir,,0.0,proteinbert
1412,MIMAT0030020,mir,,0.0,proteinbert
1413,MIMAT0000068,mir,,0.0,proteinbert
1414,MIMAT0000258,mir,,0.0,proteinbert
1415,MIMAT0002842,mir,,0.0,proteinbert
1416,MIMAT0003306,mir,,0.0,proteinbert
1417,MIMAT0003948,mir,,0.0,proteinbert
1418,MIMAT0019842,mir,,0.0,proteinbert
1419,MIMAT0002809,mir,,0.0,proteinbert
1420,MIMAT0002871,mir,,0.0,proteinbert
1421,MIMAT0005904,mir,,0.0,proteinbert
1422,MIMAT0022484,mir,,0.0,proteinbert
1423,MIMAT0000428,mir,,0.0,proteinbert
1424,MIMAT0027638,mir,,0.0,proteinbert
1425,MIMAT0027656,mir,,0.0,proteinbert
1426,MIMAT0003302,mir,,0.0,proteinbert
1427,MIMAT0027554,mir,,0.0,proteinbert
1428,MIMAT0022295,mir,,0.0,proteinbert
1429,MIMAT0027636,mir,,0.0,proteinbert
1430,MIMAT0016884,mir,,0.0,proteinbert
1431,MIMAT0022967,mir,,0.0,proteinbert
1432,MIMAT0018965,mir,,0.0,proteinbert
1433,MIMAT0019835,mir,,0.0,proteinbert
1434,MIMAT0026617,mir,,0.0,proteinbert
1435,MIMAT0015041,mir,,0.0,proteinbert
1436,MIMAT0015066,mir,,0.0,proteinbert
1437,MIMAT0016871,mir,,0.0,proteinbert
1438,MIMAT0018987,mir,,0.0,proteinbert
1439,MIMAT0018930,mir,,0.0,proteinbert
1440,MIMAT0019962,mir,,0.0,proteinbert
1441,MIMAT0030416,mir,,0.0,proteinbert
1442,MIMAT0031890,mir,,0.0,proteinbert
1443,MIMAT0004565,mir,,0.0,proteinbert
1444,MIMAT0000418,mir,,0.0,proteinbert
1445,MIMAT0005869,mir,,0.0,proteinbert
1446,MIMAT0019712,mir,,0.0,proteinbert
1447,MIMAT0019788,mir,,0.0,proteinbert
1448,MIMAT0027386,mir,,0.0,proteinbert
1449,MIMAT0027389,mir,,0.0,proteinbert
1450,MIMAT0028121,mir,,0.0,proteinbert
1451,MIMAT0028227,mir,,0.0,proteinbert
1452,MIMAT0000763,mir,,0.0,proteinbert
1453,MIMAT0028213,mir,,0.0,proteinbert
1454,MIMAT0019759,mir,,0.0,proteinbert
1455,MIMAT0001343,mir,,0.0,proteinbert
1456,MIMAT0003247,mir,,0.0,proteinbert
1457,MIMAT0004947,mir,,0.0,proteinbert
1458,MIMAT0018114,mir,,0.0,proteinbert
1459,MIMAT0000759,mir,,0.0,proteinbert
1460,MIMAT0003884,mir,,0.0,proteinbert
1461,MIMAT0022946,mir,,0.0,proteinbert
1462,MIMAT0019791,mir,,0.0,proteinbert
1463,MIMAT0000257,mir,,0.0,proteinbert
1464,MIMAT0007888,mir,,0.0,proteinbert
1465,MIMAT0027499,mir,,0.0,proteinbert
1466,MIMAT0019886,mir,,0.0,proteinbert
1467,MIMAT0019214,mir,,0.0,proteinbert
1468,MIMAT0027405,mir,,0.0,proteinbert
1469,MIMAT0031179,mir,,0.0,proteinbert
1470,MIMAT0004986,mir,,0.0,proteinbert
1471,MIMAT0005825,mir,,0.0,proteinbert
1472,MIMAT0015377,mir,,0.0,proteinbert
1473,MIMAT0015014,mir,,0.0,proteinbert
1474,MIMAT0018006,mir,,0.0,proteinbert
1475,MIMAT0020956,mir,,0.0,proteinbert
1476,MIMAT0019716,mir,,0.0,proteinbert
1477,MIMAT0019781,mir,,0.0,proteinbert
1478,MIMAT0022979,mir,,0.0,proteinbert
1479,MIMAT0004611,mir,,0.0,proteinbert
1480,MIMAT0019955,mir,,0.0,proteinbert
1481,MIMAT0003249,mir,,0.0,proteinbert
1482,MIMAT0019709,mir,,0.0,proteinbert
1483,MIMAT0031007,mir,,0.0,proteinbert
1484,MIMAT0022691,mir,,0.0,proteinbert
1485,MIMAT0004588,mir,,0.0,proteinbert
1486,MIMAT0000441,mir,,0.0,proteinbert
1487,MIMAT0026734,mir,,0.0,proteinbert
1488,MIMAT0022942,mir,,0.0,proteinbert
1489,MIMAT0005898,mir,,0.0,proteinbert
1490,MIMAT0014997,mir,,0.0,proteinbert
1491,MIMAT0018203,mir,,0.0,proteinbert
1492,MIMAT0019003,mir,,0.0,proteinbert
1493,MIMAT0019730,mir,,0.0,proteinbert
1494,MIMAT0019891,mir,,0.0,proteinbert
1495,MIMAT0027475,mir,,0.0,proteinbert
1496,MIMAT0027577,mir,,0.0,proteinbert
1497,MIMAT0030992,mir,,0.0,proteinbert
1498,MIMAT0004919,mir,,0.0,proteinbert
1499,MIMAT0019798,mir,,0.0,proteinbert
1500,MIMAT0019912,mir,,0.0,proteinbert
1501,MIMAT0000097,mir,,0.0,proteinbert
1502,MIMAT0022707,mir,,0.0,proteinbert
1503,MIMAT0005949,mir,,0.0,proteinbert
1504,MIMAT0018989,mir,,0.0,proteinbert
1505,MIMAT0000227,mir,,0.0,proteinbert
1506,MIMAT0004676,mir,,0.0,proteinbert
1507,MIMAT0004687,mir,,0.0,proteinbert
1508,MIMAT0011157,mir,,0.0,proteinbert
1509,MIMAT0019198,mir,,0.0,proteinbert
1510,MIMAT0016879,mir,,0.0,proteinbert
1511,MIMAT0019220,mir,,0.0,proteinbert
1512,MIMAT0019717,mir,,0.0,proteinbert
1513,MIMAT0019920,mir,,0.0,proteinbert
1514,MIMAT0025455,mir,,0.0,proteinbert
1515,MIMAT0025465,mir,,0.0,proteinbert
1516,MIMAT0027382,mir,,0.0,proteinbert
1517,MIMAT0027433,mir,,0.0,proteinbert
1518,MIMAT0027519,mir,,0.0,proteinbert
1519,MIMAT0027565,mir,,0.0,proteinbert
1520,MIMAT0027689,mir,,0.0,proteinbert
1521,MIMAT0027691,mir,,0.0,proteinbert
1522,MIMAT0019857,mir,,0.0,proteinbert
1523,MIMAT0019883,mir,,0.0,proteinbert
1524,MIMAT0019001,mir,,0.0,proteinbert
1525,MIMAT0031119,mir,,0.0,proteinbert
